date,query,product,position,impressions,clicks,add_to_cart,purchases,revenue,rating,review_count,price,category
2025-01-03,wireless headphones,JBL Tune 770,4,205,9,1,0,0.0,3.9,3466,63.21,wireless headphones
2025-01-03,wireless headphones,Skullcandy Crusher,5,161,6,2,0,0.0,4.1,424,199.12,wireless headphones
2025-01-03,wireless headphones,Beats Solo 4,6,146,9,3,0,0.0,3.3,3988,149.59,wireless headphones
2025-01-03,wireless headphones,Sennheiser HD 450,7,153,16,6,0,0.0,3.5,3737,92.72,wireless headphones
2025-01-03,wireless headphones,Anker Soundcore Q30,8,130,17,5,0,0.0,3.3,2440,73.13,wireless headphones
2025-01-03,wireless headphones,Samsung Galaxy Buds,9,80,2,0,0,0.0,4.2,4129,276.62,wireless headphones
2025-01-03,wireless headphones,Jabra Elite 85h,10,102,1,0,0,0.0,4.2,1936,127.09,wireless headphones
2025-01-04,wireless headphones,Sony WH-1000XM5,1,506,52,13,6,777.51,4.2,4292,101.75,wireless headphones
2025-01-04,wireless headphones,Apple AirPods Max,2,293,23,5,2,118.31,4.3,2467,142.6,wireless headphones
2025-01-04,wireless headphones,Bose QC Ultra,3,260,29,11,2,199.57,5.0,610,165.91,wireless headphones
2025-01-04,wireless headphones,JBL Tune 770,4,191,8,2,0,0.0,3.7,1302,137.07,wireless headphones
2025-01-04,wireless headphones,Skullcandy Crusher,5,166,10,3,0,0.0,3.0,4553,96.82,wireless headphones
2025-01-04,wireless headphones,Beats Solo 4,6,154,5,1,0,0.0,4.5,1283,88.98,wireless headphones
2025-01-04,wireless headphones,Sennheiser HD 450,7,136,12,4,0,0.0,4.0,2067,272.55,wireless headphones
2025-01-04,wireless headphones,Anker Soundcore Q30,8,140,11,1,0,0.0,3.7,1081,194.76,wireless headphones
2025-01-04,wireless headphones,Samsung Galaxy Buds,9,93,1,0,0,0.0,3.2,1231,168.22,wireless headphones
2025-01-04,wireless headphones,Jabra Elite 85h,10,122,2,0,0,0.0,3.7,336,270.69,wireless headphones
2025-01-05,wireless headphones,Anker Soundcore Q30,1,521,120,40,3,58.76,3.7,3382,242.65,wireless headphones
2025-01-05,wireless headphones,Bose QC Ultra,2,332,41,13,3,133.35,3.8,327,258.99,wireless headphones
2025-01-05,wireless headphones,Sony WH-1000XM5,3,215,15,5,2,159.37,4.7,1836,16.86,wireless headphones
2025-01-05,wireless headphones,Samsung Galaxy Buds,4,171,5,1,0,0.0,3.7,4183,125.91,wireless headphones
2025-01-05,wireless headphones,Jabra Elite 85h,5,185,5,1,1,36.34,3.4,2184,21.09,wireless headphones
2025-01-05,wireless headphones,Skullcandy Crusher,6,150,7,2,0,0.0,4.0,3165,270.86,wireless headphones
2025-01-05,wireless headphones,Sennheiser HD 450,7,110,10,3,0,0.0,4.1,1624,115.62,wireless headphones
2025-01-05,wireless headphones,Beats Solo 4,8,90,5,1,0,0.0,3.2,2470,157.07,wireless headphones
2025-01-05,wireless headphones,Apple AirPods Max,9,119,7,1,0,0.0,3.8,3115,206.42,wireless headphones
2025-01-05,wireless headphones,JBL Tune 770,10,126,3,1,0,0.0,3.6,1731,134.67,wireless headphones
2025-01-06,wireless headphones,Sony WH-1000XM5,1,511,57,15,6,839.95,4.6,1400,201.07,wireless headphones
2025-01-06,wireless headphones,Apple AirPods Max,2,295,31,10,3,231.03,4.5,2552,75.15,wireless headphones
2025-01-06,wireless headphones,Bose QC Ultra,3,213,14,4,1,197.03,4.5,3740,130.19,wireless headphones
2025-01-06,wireless headphones,JBL Tune 770,4,199,11,2,0,0.0,3.3,55,268.87,wireless headphones
2025-01-06,wireless headphones,Skullcandy Crusher,5,187,11,2,0,0.0,4.9,4253,144.72,wireless headphones
2025-01-06,wireless headphones,Beats Solo 4,6,147,5,1,0,0.0,4.3,4588,182.68,wireless headphones
2025-01-06,wireless headphones,Sennheiser HD 450,7,158,19,7,0,0.0,3.9,4498,139.31,wireless headphones
2025-01-06,wireless headphones,Anker Soundcore Q30,8,96,11,2,0,0.0,4.3,4280,150.53,wireless headphones
2025-01-06,wireless headphones,Samsung Galaxy Buds,9,92,1,0,0,0.0,3.6,4434,33.37,wireless headphones
2025-01-06,wireless headphones,Jabra Elite 85h,10,78,1,0,0,0.0,3.8,4455,145.12,wireless headphones
2025-01-07,wireless headphones,Bose QC Ultra,1,489,75,19,10,1913.85,4.5,4483,241.96,wireless headphones
2025-01-07,wireless headphones,Apple AirPods Max,2,334,27,4,2,191.26,3.7,3322,220.01,wireless headphones
2025-01-07,wireless headphones,Anker Soundcore Q30,3,254,35,5,0,0.0,3.8,4633,202.27,wireless headphones
2025-01-07,wireless headphones,Beats Solo 4,4,164,10,1,0,0.0,3.8,1743,141.86,wireless headphones
2025-01-07,wireless headphones,JBL Tune 770,5,153,9,3,0,0.0,3.5,680,146.39,wireless headphones
2025-01-07,wireless headphones,Skullcandy Crusher,6,159,8,2,0,0.0,4.6,339,228.73,wireless headphones
2025-01-07,wireless headphones,Samsung Galaxy Buds,7,158,3,0,0,0.0,3.9,947,173.55,wireless headphones
2025-01-07,wireless headphones,Sony WH-1000XM5,8,99,6,1,0,0.0,4.9,948,235.56,wireless headphones
2025-01-07,wireless headphones,Jabra Elite 85h,9,87,3,0,0,0.0,4.4,3084,125.03,wireless headphones
2025-01-07,wireless headphones,Sennheiser HD 450,10,114,9,1,0,0.0,4.4,2480,256.59,wireless headphones
2025-01-08,wireless headphones,Sony WH-1000XM5,1,477,76,21,9,203.38,4.3,574,156.73,wireless headphones
2025-01-08,wireless headphones,Apple AirPods Max,2,298,19,4,2,211.37,3.7,3776,215.12,wireless headphones
2025-01-08,wireless headphones,Bose QC Ultra,3,228,16,4,1,135.33,4.8,3970,144.81,wireless headphones
2025-01-08,wireless headphones,JBL Tune 770,4,211,14,5,0,0.0,3.2,3702,80.72,wireless headphones
2025-01-08,wireless headphones,Skullcandy Crusher,5,161,8,2,0,0.0,3.7,4004,71.51,wireless headphones
2025-01-08,wireless headphones,Beats Solo 4,6,163,6,2,0,0.0,4.1,4242,284.94,wireless headphones
2025-01-08,wireless headphones,Sennheiser HD 450,7,103,10,2,0,0.0,4.0,4030,139.97,wireless headphones
2025-01-08,wireless headphones,Anker Soundcore Q30,8,87,7,1,0,0.0,4.2,3886,170.51,wireless headphones
2025-01-08,wireless headphones,Samsung Galaxy Buds,9,99,2,0,0,0.0,3.5,2069,76.86,wireless headphones
2025-01-08,wireless headphones,Jabra Elite 85h,10,115,2,0,0,0.0,3.4,1782,224.2,wireless headphones
2025-01-09,wireless headphones,Anker Soundcore Q30,1,489,74,29,1,65.75,4.1,1044,194.98,wireless headphones
2025-01-09,wireless headphones,Sennheiser HD 450,2,325,52,13,1,121.2,3.9,1520,289.99,wireless headphones
2025-01-09,wireless headphones,JBL Tune 770,3,217,18,4,1,167.09,3.1,449,54.0,wireless headphones
2025-01-09,wireless headphones,Beats Solo 4,4,210,12,2,0,0.0,4.5,4976,182.88,wireless headphones
2025-01-09,wireless headphones,Bose QC Ultra,5,171,10,2,1,98.35,4.7,3522,98.56,wireless headphones
2025-01-09,wireless headphones,Apple AirPods Max,6,151,7,2,1,33.36,4.3,2177,201.52,wireless headphones
2025-01-09,wireless headphones,Sony WH-1000XM5,7,108,6,1,0,0.0,4.4,3859,94.47,wireless headphones
2025-01-09,wireless headphones,Skullcandy Crusher,8,100,3,0,0,0.0,3.5,2177,238.47,wireless headphones
2025-01-09,wireless headphones,Samsung Galaxy Buds,9,117,3,0,0,0.0,3.4,1230,273.44,wireless headphones
2025-01-09,wireless headphones,Jabra Elite 85h,10,121,2,0,0,0.0,4.6,2374,137.35,wireless headphones
2025-01-10,wireless headphones,Sony WH-1000XM5,1,489,73,19,10,1075.87,3.2,336,267.93,wireless headphones
2025-01-10,wireless headphones,Apple AirPods Max,2,324,29,11,2,63.79,4.7,4722,180.27,wireless headphones
2025-01-10,wireless headphones,Bose QC Ultra,3,202,26,4,3,194.58,4.5,3864,160.5,wireless headphones
2025-01-10,wireless headphones,JBL Tune 770,4,187,14,4,0,0.0,4.0,757,146.3,wireless headphones
2025-01-10,wireless headphones,Skullcandy Crusher,5,158,7,1,0,0.0,4.4,2371,202.15,wireless headphones
2025-01-10,wireless headphones,Beats Solo 4,6,137,8,1,0,0.0,3.6,3321,260.82,wireless headphones
2025-01-10,wireless headphones,Sennheiser HD 450,7,150,20,5,0,0.0,3.4,2973,190.56,wireless headphones
2025-01-10,wireless headphones,Anker Soundcore Q30,8,117,13,3,0,0.0,4.9,3599,265.45,wireless headphones
2025-01-10,wireless headphones,Samsung Galaxy Buds,9,108,1,0,0,0.0,3.3,4522,13.97,wireless headphones
2025-01-10,wireless headphones,Jabra Elite 85h,10,95,1,0,0,0.0,3.2,1271,154.53,wireless headphones
2025-01-11,wireless headphones,Sony WH-1000XM5,1,502,75,20,8,834.1,3.9,1194,121.24,wireless headphones
2025-01-11,wireless headphones,Apple AirPods Max,2,335,38,6,5,201.27,4.5,3409,108.56,wireless headphones
2025-01-11,wireless headphones,Bose QC Ultra,3,251,23,5,3,201.98,4.2,4021,260.93,wireless headphones
2025-01-11,wireless headphones,JBL Tune 770,4,187,10,2,0,0.0,3.9,2646,262.18,wireless headphones
2025-01-11,wireless headphones,Skullcandy Crusher,5,176,7,1,0,0.0,3.6,3884,214.52,wireless headphones
2025-01-11,wireless headphones,Beats Solo 4,6,163,7,2,0,0.0,3.3,313,46.61,wireless headphones
2025-01-11,wireless headphones,Sennheiser HD 450,7,135,13,2,0,0.0,4.8,135,219.51,wireless headphones
2025-01-11,wireless headphones,Anker Soundcore Q30,8,112,14,4,0,0.0,3.5,3266,198.45,wireless headphones
2025-01-11,wireless headphones,Samsung Galaxy Buds,9,131,2,0,0,0.0,4.3,4007,262.99,wireless headphones
2025-01-11,wireless headphones,Jabra Elite 85h,10,71,1,0,0,0.0,3.5,750,135.85,wireless headphones
2025-01-12,wireless headphones,Sennheiser HD 450,1,488,90,22,1,60.18,4.4,1485,59.3,wireless headphones
2025-01-12,wireless headphones,JBL Tune 770,2,282,21,5,1,141.38,4.2,1912,143.73,wireless headphones
2025-01-12,wireless headphones,Jabra Elite 85h,3,217,7,1,1,181.3,3.6,4487,55.81,wireless headphones
2025-01-12,wireless headphones,Skullcandy Crusher,4,187,14,5,1,70.34,4.4,3752,255.14,wireless headphones
2025-01-12,wireless headphones,Sony WH-1000XM5,5,144,15,3,2,69.46,3.7,2433,297.88,wireless headphones
2025-01-12,wireless headphones,Samsung Galaxy Buds,6,130,2,0,0,0.0,4.7,411,274.08,wireless headphones
2025-01-12,wireless headphones,Beats Solo 4,7,145,6,2,0,0.0,4.2,2896,73.51,wireless headphones
2025-01-12,wireless headphones,Bose QC Ultra,8,98,7,2,0,0.0,4.7,805,271.99,wireless headphones
2025-01-12,wireless headphones,Anker Soundcore Q30,9,118,9,2,0,0.0,3.3,2427,104.75,wireless headphones
2025-01-12,wireless headphones,Apple AirPods Max,10,95,4,1,0,0.0,4.1,2242,250.84,wireless headphones
2025-01-13,wireless headphones,Apple AirPods Max,1,525,77,27,9,796.69,4.1,749,239.3,wireless headphones
2025-01-13,wireless headphones,Bose QC Ultra,2,277,23,7,2,166.38,3.5,3131,248.5,wireless headphones
2025-01-13,wireless headphones,Samsung Galaxy Buds,3,261,8,2,1,102.22,4.9,2697,275.42,wireless headphones
2025-01-13,wireless headphones,Jabra Elite 85h,4,173,6,1,1,100.89,4.3,965,50.54,wireless headphones
2025-01-13,wireless headphones,JBL Tune 770,5,192,6,1,0,0.0,4.1,3193,141.56,wireless headphones
2025-01-13,wireless headphones,Sony WH-1000XM5,6,154,15,4,1,114.94,4.5,3408,199.93,wireless headphones
2025-01-13,wireless headphones,Sennheiser HD 450,7,151,16,2,0,0.0,3.7,3642,138.96,wireless headphones
2025-01-13,wireless headphones,Beats Solo 4,8,101,5,1,0,0.0,5.0,2948,27.56,wireless headphones
2025-01-13,wireless headphones,Skullcandy Crusher,9,94,3,0,0,0.0,4.3,4901,291.62,wireless headphones
2025-01-13,wireless headphones,Anker Soundcore Q30,10,72,8,2,0,0.0,3.1,4550,70.08,wireless headphones
2025-01-14,wireless headphones,Apple AirPods Max,1,504,52,8,4,549.18,3.0,1959,180.77,wireless headphones
2025-01-14,wireless headphones,Jabra Elite 85h,2,278,8,2,1,152.22,4.5,3911,140.0,wireless headphones
2025-01-14,wireless headphones,Samsung Galaxy Buds,3,224,8,3,1,108.21,3.1,4281,97.47,wireless headphones
2025-01-14,wireless headphones,Anker Soundcore Q30,4,200,32,8,0,0.0,4.4,4026,216.6,wireless headphones
2025-01-14,wireless headphones,Sony WH-1000XM5,5,160,8,1,0,0.0,3.6,4805,169.02,wireless headphones
2025-01-14,wireless headphones,Skullcandy Crusher,6,132,5,1,0,0.0,3.9,947,257.31,wireless headphones
2025-01-14,wireless headphones,Sennheiser HD 450,7,139,18,4,0,0.0,4.8,3399,108.29,wireless headphones
2025-01-14,wireless headphones,Bose QC Ultra,8,115,7,1,0,0.0,3.5,1260,209.18,wireless headphones
2025-01-14,wireless headphones,Beats Solo 4,9,107,3,0,0,0.0,4.5,1075,171.35,wireless headphones
2025-01-14,wireless headphones,JBL Tune 770,10,106,6,1,0,0.0,4.7,3474,261.75,wireless headphones
2025-01-15,wireless headphones,Sony WH-1000XM5,1,488,68,13,7,853.4,4.3,1847,255.71,wireless headphones
2025-01-15,wireless headphones,Apple AirPods Max,2,299,39,11,4,624.33,4.6,4605,292.62,wireless headphones
2025-01-15,wireless headphones,Bose QC Ultra,3,253,25,7,3,353.99,4.3,2200,18.4,wireless headphones
2025-01-15,wireless headphones,JBL Tune 770,4,176,11,1,0,0.0,4.7,4649,200.63,wireless headphones
2025-01-15,wireless headphones,Skullcandy Crusher,5,136,5,1,0,0.0,3.4,3449,141.56,wireless headphones
2025-01-15,wireless headphones,Beats Solo 4,6,122,5,1,0,0.0,3.2,440,55.12,wireless headphones
2025-01-15,wireless headphones,Sennheiser HD 450,7,146,17,5,0,0.0,4.0,3631,130.11,wireless headphones
2025-01-15,wireless headphones,Anker Soundcore Q30,8,99,11,2,0,0.0,4.4,3996,162.81,wireless headphones
2025-01-15,wireless headphones,Samsung Galaxy Buds,9,96,1,0,0,0.0,3.6,1740,232.53,wireless headphones
2025-01-15,wireless headphones,Jabra Elite 85h,10,117,2,0,0,0.0,3.4,3124,164.45,wireless headphones
2025-01-16,wireless headphones,Bose QC Ultra,1,528,46,11,4,377.67,4.3,2381,43.4,wireless headphones
2025-01-16,wireless headphones,Anker Soundcore Q30,2,278,55,14,0,0.0,4.4,2974,35.56,wireless headphones
2025-01-16,wireless headphones,Skullcandy Crusher,3,255,10,1,0,0.0,4.7,2791,74.26,wireless headphones
2025-01-16,wireless headphones,Sennheiser HD 450,4,208,22,6,0,0.0,4.8,2872,111.82,wireless headphones
2025-01-16,wireless headphones,Sony WH-1000XM5,5,184,16,3,1,34.02,3.3,1262,230.46,wireless headphones
2025-01-16,wireless headphones,Jabra Elite 85h,6,153,2,0,0,0.0,4.1,4757,140.18,wireless headphones
2025-01-16,wireless headphones,JBL Tune 770,7,157,9,2,0,0.0,4.9,2599,53.78,wireless headphones
2025-01-16,wireless headphones,Apple AirPods Max,8,90,6,1,0,0.0,3.7,617,100.02,wireless headphones
2025-01-16,wireless headphones,Beats Solo 4,9,105,2,0,0,0.0,5.0,749,188.35,wireless headphones
2025-01-16,wireless headphones,Samsung Galaxy Buds,10,101,2,0,0,0.0,3.1,4693,199.03,wireless headphones
2025-01-17,wireless headphones,Sony WH-1000XM5,1,500,65,22,9,885.12,4.7,700,156.32,wireless headphones
2025-01-17,wireless headphones,Apple AirPods Max,2,288,19,5,2,396.66,4.2,2991,118.13,wireless headphones
2025-01-17,wireless headphones,Bose QC Ultra,3,219,18,2,2,281.19,4.3,2751,29.11,wireless headphones
2025-01-17,wireless headphones,JBL Tune 770,4,165,9,3,0,0.0,4.9,4947,263.25,wireless headphones
2025-01-17,wireless headphones,Skullcandy Crusher,5,153,5,1,0,0.0,4.3,3220,47.4,wireless headphones
2025-01-17,wireless headphones,Beats Solo 4,6,157,10,3,0,0.0,4.6,4322,37.1,wireless headphones
2025-01-17,wireless headphones,Sennheiser HD 450,7,140,15,2,0,0.0,3.4,3993,65.68,wireless headphones
2025-01-17,wireless headphones,Anker Soundcore Q30,8,94,8,2,0,0.0,4.1,4323,20.95,wireless headphones
2025-01-17,wireless headphones,Samsung Galaxy Buds,9,98,3,0,0,0.0,3.4,1366,219.14,wireless headphones
2025-01-17,wireless headphones,Jabra Elite 85h,10,71,1,0,0,0.0,3.6,3687,77.86,wireless headphones
2025-01-18,wireless headphones,Sony WH-1000XM5,1,502,66,23,9,1495.12,3.3,2058,25.13,wireless headphones
2025-01-18,wireless headphones,Bose QC Ultra,2,307,41,14,4,135.92,4.7,2345,34.32,wireless headphones
2025-01-18,wireless headphones,Apple AirPods Max,3,211,16,4,2,84.52,4.9,1828,246.84,wireless headphones
2025-01-18,wireless headphones,Sennheiser HD 450,4,215,26,7,0,0.0,3.5,678,118.72,wireless headphones
2025-01-18,wireless headphones,Samsung Galaxy Buds,5,133,3,0,0,0.0,3.3,323,93.2,wireless headphones
2025-01-18,wireless headphones,Skullcandy Crusher,6,165,8,2,0,0.0,4.2,659,15.51,wireless headphones
2025-01-18,wireless headphones,Jabra Elite 85h,7,111,3,0,0,0.0,3.2,2370,78.92,wireless headphones
2025-01-18,wireless headphones,Beats Solo 4,8,93,2,0,0,0.0,3.2,4104,183.05,wireless headphones
2025-01-18,wireless headphones,JBL Tune 770,9,78,3,0,0,0.0,3.0,2900,79.76,wireless headphones
2025-01-18,wireless headphones,Anker Soundcore Q30,10,95,8,1,0,0.0,4.9,4467,157.13,wireless headphones
2025-01-19,wireless headphones,Sony WH-1000XM5,1,505,41,10,5,115.27,3.7,143,113.56,wireless headphones
2025-01-19,wireless headphones,Apple AirPods Max,2,281,26,8,3,393.68,4.5,2733,48.69,wireless headphones
2025-01-19,wireless headphones,Bose QC Ultra,3,223,21,7,2,94.78,3.9,3930,193.2,wireless headphones
2025-01-19,wireless headphones,JBL Tune 770,4,210,8,1,0,0.0,3.4,1644,266.88,wireless headphones
2025-01-19,wireless headphones,Skullcandy Crusher,5,152,10,2,0,0.0,3.5,1575,92.97,wireless headphones
2025-01-19,wireless headphones,Beats Solo 4,6,167,10,1,0,0.0,3.7,3286,225.56,wireless headphones
2025-01-19,wireless headphones,Sennheiser HD 450,7,155,21,6,0,0.0,3.7,4263,87.35,wireless headphones
2025-01-19,wireless headphones,Anker Soundcore Q30,8,91,10,3,0,0.0,4.1,2641,39.75,wireless headphones
2025-01-19,wireless headphones,Samsung Galaxy Buds,9,97,2,0,0,0.0,4.4,2889,139.67,wireless headphones
2025-01-19,wireless headphones,Jabra Elite 85h,10,115,3,0,0,0.0,5.0,479,31.76,wireless headphones
2025-01-20,wireless headphones,Sony WH-1000XM5,1,493,64,10,8,356.78,4.7,3599,20.09,wireless headphones
2025-01-20,wireless headphones,Apple AirPods Max,2,281,23,8,2,164.0,3.1,1266,206.93,wireless headphones
2025-01-20,wireless headphones,Bose QC Ultra,3,261,21,3,2,58.45,3.7,2585,198.37,wireless headphones
2025-01-20,wireless headphones,JBL Tune 770,4,174,13,3,0,0.0,4.8,974,85.92,wireless headphones
2025-01-20,wireless headphones,Skullcandy Crusher,5,148,9,2,0,0.0,5.0,1649,45.56,wireless headphones
2025-01-20,wireless headphones,Beats Solo 4,6,166,5,1,0,0.0,4.6,2628,203.67,wireless headphones
2025-01-20,wireless headphones,Sennheiser HD 450,7,143,12,4,0,0.0,4.4,1436,240.17,wireless headphones
2025-01-20,wireless headphones,Anker Soundcore Q30,8,118,10,2,0,0.0,4.0,2966,170.67,wireless headphones
2025-01-20,wireless headphones,Samsung Galaxy Buds,9,100,2,0,0,0.0,3.1,3271,299.88,wireless headphones
2025-01-20,wireless headphones,Jabra Elite 85h,10,115,2,0,0,0.0,3.3,2607,196.28,wireless headphones
2025-01-21,wireless headphones,Sony WH-1000XM5,1,513,67,19,5,841.87,4.2,1067,135.46,wireless headphones
2025-01-21,wireless headphones,Apple AirPods Max,2,335,45,10,6,665.09,3.3,1857,110.35,wireless headphones
2025-01-21,wireless headphones,Bose QC Ultra,3,261,24,4,2,59.18,4.9,2258,46.3,wireless headphones
2025-01-21,wireless headphones,JBL Tune 770,4,178,10,2,0,0.0,4.2,1412,201.03,wireless headphones
2025-01-21,wireless headphones,Skullcandy Crusher,5,178,12,1,0,0.0,4.7,675,23.18,wireless headphones
2025-01-21,wireless headphones,Beats Solo 4,6,153,9,2,0,0.0,4.2,258,154.43,wireless headphones
2025-01-21,wireless headphones,Sennheiser HD 450,7,138,15,3,0,0.0,4.6,3336,96.26,wireless headphones
2025-01-21,wireless headphones,Anker Soundcore Q30,8,90,10,2,0,0.0,3.7,1186,100.65,wireless headphones
2025-01-21,wireless headphones,Samsung Galaxy Buds,9,122,2,0,0,0.0,4.5,4228,172.88,wireless headphones
2025-01-21,wireless headphones,Jabra Elite 85h,10,89,1,0,0,0.0,3.1,3156,260.61,wireless headphones
2025-01-22,wireless headphones,Sony WH-1000XM5,1,525,89,29,12,2252.93,3.4,1315,154.5,wireless headphones
2025-01-22,wireless headphones,Apple AirPods Max,2,309,31,5,4,428.05,3.8,3755,290.34,wireless headphones
2025-01-22,wireless headphones,Bose QC Ultra,3,214,21,6,1,67.05,4.7,3865,92.87,wireless headphones
2025-01-22,wireless headphones,JBL Tune 770,4,159,11,3,0,0.0,4.5,3007,23.12,wireless headphones
2025-01-22,wireless headphones,Skullcandy Crusher,5,135,7,1,0,0.0,4.0,4514,91.12,wireless headphones
2025-01-22,wireless headphones,Beats Solo 4,6,151,8,1,0,0.0,4.6,2787,171.77,wireless headphones
2025-01-22,wireless headphones,Sennheiser HD 450,7,121,15,4,0,0.0,3.1,1132,216.94,wireless headphones
2025-01-22,wireless headphones,Anker Soundcore Q30,8,137,14,3,0,0.0,3.7,2619,57.13,wireless headphones
2025-01-22,wireless headphones,Samsung Galaxy Buds,9,116,3,1,0,0.0,4.1,4621,96.94,wireless headphones
2025-01-22,wireless headphones,Jabra Elite 85h,10,121,1,0,0,0.0,3.6,228,183.1,wireless headphones
2025-01-23,wireless headphones,Sennheiser HD 450,1,472,97,25,2,100.59,3.8,3392,210.25,wireless headphones
2025-01-23,wireless headphones,Bose QC Ultra,2,303,32,11,3,306.74,4.5,1141,160.42,wireless headphones
2025-01-23,wireless headphones,Anker Soundcore Q30,3,236,30,6,0,0.0,3.3,4377,109.27,wireless headphones
2025-01-23,wireless headphones,Beats Solo 4,4,181,11,3,0,0.0,3.5,3976,65.76,wireless headphones
2025-01-23,wireless headphones,Apple AirPods Max,5,147,9,3,0,0.0,4.5,1708,210.17,wireless headphones
2025-01-23,wireless headphones,Samsung Galaxy Buds,6,143,3,1,0,0.0,3.5,1008,176.31,wireless headphones
2025-01-23,wireless headphones,Skullcandy Crusher,7,132,5,1,0,0.0,4.6,2389,22.2,wireless headphones
2025-01-23,wireless headphones,Sony WH-1000XM5,8,131,6,2,0,0.0,3.4,4422,88.63,wireless headphones
2025-01-23,wireless headphones,JBL Tune 770,9,112,5,1,0,0.0,3.5,4360,75.44,wireless headphones
2025-01-23,wireless headphones,Jabra Elite 85h,10,83,1,0,0,0.0,4.5,52,289.71,wireless headphones
2025-01-24,wireless headphones,Sony WH-1000XM5,1,480,57,15,8,1420.03,3.4,2363,103.14,wireless headphones
2025-01-24,wireless headphones,Apple AirPods Max,2,318,22,4,2,271.35,4.5,315,274.84,wireless headphones
2025-01-24,wireless headphones,Bose QC Ultra,3,212,18,2,2,375.55,4.7,4068,64.03,wireless headphones
2025-01-24,wireless headphones,JBL Tune 770,4,206,15,2,1,177.2,4.1,889,279.25,wireless headphones
2025-01-24,wireless headphones,Skullcandy Crusher,5,153,6,1,0,0.0,4.9,4140,145.73,wireless headphones
2025-01-24,wireless headphones,Beats Solo 4,6,124,7,2,0,0.0,4.4,125,223.62,wireless headphones
2025-01-24,wireless headphones,Sennheiser HD 450,7,148,14,4,0,0.0,4.3,3331,249.83,wireless headphones
2025-01-24,wireless headphones,Anker Soundcore Q30,8,118,11,4,0,0.0,4.0,2042,11.98,wireless headphones
2025-01-24,wireless headphones,Samsung Galaxy Buds,9,101,2,0,0,0.0,4.4,103,85.85,wireless headphones
2025-01-24,wireless headphones,Jabra Elite 85h,10,92,2,0,0,0.0,3.8,4126,277.7,wireless headphones
2025-01-25,wireless headphones,Sony WH-1000XM5,1,519,57,12,5,922.42,4.2,1805,287.63,wireless headphones
2025-01-25,wireless headphones,Apple AirPods Max,2,307,23,5,3,381.19,4.1,3867,229.63,wireless headphones
2025-01-25,wireless headphones,Bose QC Ultra,3,252,26,8,2,121.56,4.7,680,162.4,wireless headphones
2025-01-25,wireless headphones,JBL Tune 770,4,192,12,1,0,0.0,4.1,4150,68.63,wireless headphones
2025-01-25,wireless headphones,Skullcandy Crusher,5,166,6,1,0,0.0,3.4,4787,151.76,wireless headphones
